Mountain,Route,Mileage,Elevation,Route Time
Quandary Peak,West Ridge,4.00 mi,2650',14400
Mt. Evans,Northeast Face,1.50 mi,1475',3840
"Group: Democrat, Cameron, Lincoln, Bross",Standard Combo,7.50 mi,3700',21480
Mt. Bierstadt,West Slopes,7.00 mi,2850',16680
"Group: Grays, Torreys",Grays Torreys Standard Combo,8.25 mi,3600',20280
"Group: Evans, Sawtooth, Bierstadt",Combination Bierstadt-Sawtooth-Evans,9.70 mi,3840',15900
Longs Peak,Keyhole Route,14.30 mi,5100',42300
Mt. Elbert,Northeast Ridge,9.00 mi,4700',22500
Mt. Antero,West Slopes,12.00 mi,-,23520
Capitol Peak,Northeast Ridge,4.00 mi,3000',27000
Uncompahgre Peak,South Ridge,7.25 mi,3000',11460
San Luis Peak,South Ridge,11.50 mi,3700',22200
"Group: Grays, Torreys",Kelso Ridge,7.70 mi,3600',16200
Uncompahgre Peak,South Ridge,7.25 mi,3000',14400
Longs Peak,Keyhole Route,14.30 mi,5100',31080
Pikes Peak,pike2,13.35 mi,7500',11430
"Group: Uncompahgre, Wetterhorn",Matterhorn 2WD TH,18.00 mi,5900',36000
Torreys Peak,South Slopes,8.00 mi,3000',22200
Humboldt Peak,West Ridge,11.50 mi,4200',26400
"Group: Grays, Torreys",Stevens Gulch Trailhead,9.00 mi,3600',18636
Humboldt Peak,West Ridge,11.20 mi,4300',28800
San Luis Peak,Northeast Ridge,13.00 mi,3600',20700
Uncompahgre Peak,South Ridge,7.25 mi,3000',11700
"Group: Democrat, Cameron, Lincoln, Bross",Decalibron,7.25 mi,3700',16500
Mt. Massive,Southwest Slopes,6.70 mi,3900',27000
Mt. Lindsey,Northwest Gully,-,-,23400
"Group: Shavano, Tabeguache",Standard,11.25 mi,5600',25200
"Group: Grays, Torreys",Steven‘s Gulch Standard,8.25 mi,3600',27900
Mt. Elbert,East Ridge,8.00 mi,4100',22200
Missouri Mountain,Northwest Ridge,10.50 mi,4500',26460
La Plata Peak,Northwest Ridge,9.50 mi,4500',29700
Huron Peak,Northwest Slopes,5.50 mi,3500',16500
"Group: Grays, Torreys","Grays, Torreys - Standard Combination",8.25 mi,3600',20100
Mt. Sherman,Southwest Ridge,6.00 mi,2300',21000
Mt. Massive,Southwest Slopes,8.00 mi,3950',21900
Mt. Harvard,South Slopes,13.50 mi,4600',28200
La Plata Peak,Northwest Ridge,9.50 mi,4500',28500
Pikes Peak,pike2,26.00 mi,7500',30360
"Group: Shavano, Tabeguache",standard,11.70 mi,5600',27960
Longs Peak,Keyhole Route,14.00 mi,-,28800
"Group: Uncompahgre, Wetterhorn",std from matterhorn creek,16.00 mi,5850',37800
Mt. Bierstadt,West Slopes,7.22 mi,2850',18000
Crestone Needle,South Face,-,-,21600
"Group: Redcloud, Sunshine",Northeast Ridge,9.80 mi,4700',19800
"Group: Shavano, Tabeguache",Standard approach,-,-,28800
Blanca Peak,lake como approach and northwest ridge,10.00 mi,6000',111600
Huron Peak,Northwest Slopes,5.50 mi,3500',10800
La Plata Peak,Northwest Ridge,9.50 mi,4500',15540
Quandary Peak,East Ridge,6.75 mi,3450',18000
Torreys Peak,Kelso Ridge,6.75 mi,3100',16980
Torreys Peak,Kelso Ridge,6.60 mi,2997',14959
Longs Peak,Keyhole Route,15.00 mi,5000',33000
La Plata Peak,Northwest Ridge,10.80 mi,4500',36000
Grays Peak,North Slopes,7.50 mi,3000',21600
Mt. Harvard,South Slopes,13.50 mi,4600',25200
"Group: Democrat, Cameron, Lincoln, Bross",Standard Reversed,-,-,25200
Mt. Elbert,Southeast Ridge,-,-,18000
Mt. Bierstadt,West Slopes,-,-,28800
"Group: Grays, Torreys",Standard,-,-,19800
Humboldt Peak,West Ridge,11.50 mi,4200',21900
Mt. Massive,Southwest Slopes,8.00 mi,3950',24000
Mt. Elbert,Northeast Ridge,-,-,23400
Mt. Bierstadt,West Slopes,-,-,16200
Pikes Peak,Northwest Slopes,-,-,21600
Mt. Massive,Southwest Slopes,-,-,18000
"Group: Belford, Oxford",Missouri Gulch,11.00 mi,5800',23400
"Group: Grays, Torreys",Kelso Ridge to Torreys then Grays,6.75 mi,3570',19500
Mt. Evans,West Ridge from Echo Lake,13.00 mi,3300',27900
Capitol Peak,Northeast Ridge,4.00 mi,2530',29700
Pyramid Peak,Northeast Ridge,8.47 mi,4315',32400
Missouri Mountain,Northwest Ridge,10.50 mi,4500',18540
Mt. Shavano,East Slopes,10.00 mi,-,27300
Mt. Yale,Southwest Slopes,10.20 mi,4300',29700
"Group: Democrat, Cameron, Lincoln, Bross",Decalibron,6.50 mi,3700',17400
San Luis Peak,Northeast Ridge,12.50 mi,3600',23233
Mt. Elbert,East Ridge,11.00 mi,4500',17100
Huron Peak,Northwest Slopes,5.00 mi,3400',21900
Huron Peak,Northwest Slopes,5.50 mi,3500',16200
"Group: Belford, Oxford",Missouri Gulch TH,11.00 mi,5800',27000
Pikes Peak,Northwest Slopes,12.20 mi,4000',30600
Grays Peak,North Slopes,8.00 mi,3000',27000
"Group: Democrat, Cameron, Lincoln, Bross",DeCaLiBro,7.25 mi,3700',21120
Quandary Peak,East Ridge,5.40 mi,3450',8220
"Group: Democrat, Cameron, Lincoln, Bross",Loop,7.00 mi,-,14061
Pikes Peak,Incline,1.00 mi,1800',1673
Pikes Peak,Northwest Slopes,13.25 mi,4300',13631
"Group: Redcloud, Sunshine",Silver crk/grizzly gulch,12.00 mi,4800',28800
Handies Peak,Southwest Slopes,6.80 mi,2700',14400
Quandary Peak,East Ridge,6.75 mi,3450',19800
Huron Peak,Northwest Slopes,5.50 mi,3500',12000
Grays Peak,North Slopes,7.50 mi,3000',19200
Mt. Elbert,Northeast Ridge,9.00 mi,4500',18000
Pikes Peak,Northwest Slopes,13.20 mi,4240',23400
La Plata Peak,Southwest Ridge,7.00 mi,3380',20400
"Group: Shavano, Tabeguache",East Slopes,12.70 mi,5600',46500
"Group: Blanca, Ellingwood, Little Bear","Standard Route, Traversed Blanca to Ellingwood",10.00 mi,6500',259200
Mt. Elbert,Northeast Ridge,9.00 mi,4500',15900
Huron Peak,Northwest Slopes,5.50 mi,3500',18900
Mt. of the Holy Cross,North Ridge,12.00 mi,5600',25200
Mt. Elbert,Northeast Ridge,9.35 mi,4230',11340
La Plata Peak,Northwest Ridge,9.50 mi,4500',19800
Huron Peak,Northwest Slopes,5.50 mi,3500',16200
Mt. of the Holy Cross,North Ridge,12.00 mi,5600',27000
Longs Peak,Keyhole Route,16.00 mi,5100',16200
Mt. Elbert,Northeast Ridge,9.00 mi,4700',19800
Mt. Massive,East Slopes,13.75 mi,4500',22500
North Eolus,South Ridge,6.50 mi,3010',28800
Windom Peak,West Ridge + off trail,6.75 mi,3130',37800
Mt. Sherman,West Slopes from Iowa Gulch,4.50 mi,2150',17100
Mt. Elbert,Northeast Ridge,9.00 mi,4700',113400
Pikes Peak,Northwest Slopes,13.20 mi,4300',26400
Pikes Peak,pike2,26.00 mi,7520',36060
Mt. of the Holy Cross,North Ridge,12.00 mi,5600',20700
Mt. of the Holy Cross,North Ridge,12.00 mi,5600',23520
Pikes Peak,Loft route up/keyhole down,13.50 mi,4300',39420
Mt. Bierstadt,West Slopes,7.00 mi,2850',26100
Pikes Peak,Northwest Slopes,13.25 mi,4300',36900
Mt. of the Holy Cross,North Ridge,11.50 mi,5600',28860
Mt. Belford,"Elkhead Pass (ascent), Northwest Ridge (descent)",10.00 mi,4550',28800
Mt. Elbert,Northeast Ridge,9.00 mi,5000',11100
Uncompahgre Peak,South Ridge,16.00 mi,5000',18840
Mt. Princeton,East Slopes,13.00 mi,5000',17700
"Group: Grays, Torreys",Standard,9.00 mi,3000',19800
"Group: Castle, Conundrum",From First Stream Crossing,12.00 mi,4500',19800
Mt. Princeton,East Slopes,14.00 mi,5000',601200
Mt. Lindsey,Northwest Ridge,8.25 mi,3500',21600
Uncompahgre Peak,South Ridge from Matterhorn trailhead,-,-,25260
Wetterhorn Peak,Southeast Ridge,-,-,14400
Mt. Bierstadt,West Slopes,7.00 mi,2850',20400
Pikes Peak,pike2,26.00 mi,7320',44100
Huron Peak,East Slopes,5.50 mi,3500',13500
Mt. of the Holy Cross,Halo Ridge,15.00 mi,5600',48360
"Group: Castle, Conundrum","castle creek TH pearl pass junction 11,200",7.18 mi,3300',20880
Huron Peak,Northwest Slopes,-,-,14400
Handies Peak,Hardrock 100,100.50 mi,32992',136800
Huron Peak,Northwest Slopes,10.50 mi,3895',21600
Huron Peak,Northwest Slopes,6.00 mi,3500',27000
Quandary Peak,East Ridge,6.75 mi,3450',27600
Mt. Lindsey,"Northwest Ridge (ascent), North Face (descent)",8.25 mi,3500',25260
Mt. Elbert,Northeast Ridge,9.00 mi,4700',18000
"Group: Grays, Torreys",Standard Combination,8.25 mi,3600',22200
Mt. Bierstadt,West Slopes,7.00 mi,2850',19800
"Group: Uncompahgre, Wetterhorn",Matterhorn TH,-,-,34200
"Group: Redcloud, Sunshine","Redcloud, Sunshine, Sun Dog",-,-,22800
Handies Peak,East Slopes,-,-,450000
Quandary Peak,East Ridge,6.75 mi,3450',24000
Uncompahgre Peak,2wd TH at Henson Creek,16.00 mi,5505',21600
Mt. Evans,Mt. Evans road ,56.00 mi,6724',25200
Pikes Peak,Northwest Slopes,11.50 mi,4000',34500
Mt. Elbert,Southeast Ridge,11.00 mi,5300',36000
Grays Peak,South Ridge,-,3040',15300
Mt. Sherman,Southwest Ridge,9.40 mi,3000',14400
Longs Peak,Keyhole Route,14.00 mi,5100',57600
Pikes Peak,pike2,26.00 mi,7500',28800
Mt. of the Holy Cross,North Ridge,11.50 mi,5600',25831
La Plata Peak,Northwest Ridge,9.50 mi,4500',20212
Mt. Antero,West Slopes,11.00 mi,3050',27900
"Group: Democrat, Cameron, Lincoln, Bross",Standard,7.25 mi,3700',27300
Mt. Belford,Northwest Ridge,8.00 mi,4500',21600
San Luis Peak,"Up via Stewart, down via Colorado Trail",16.00 mi,3580',31200
Mt. Harvard,South Slopes,13.50 mi,4600',28800
"Group: Belford, Oxford, Missouri",Standard Route,12.50 mi,8000',112200
Mt. Antero,West Slopes,15.00 mi,5200',22665
Mt. Yale,Southwest Slopes,8.75 mi,4300',15611
Mt. Columbia,West Slopes,11.50 mi,4250',27033
Huron Peak,Northwest Slopes,6.75 mi,3500',10097
Mt. Columbia,West Slopes,11.50 mi,4300',30900
Humboldt Peak,East Ridge,8.00 mi,4300',27000
Pikes Peak,Northwest Slopes,11.50 mi,4100',37200
"Group: Shavano, Tabeguache",Standard Route,11.25 mi,5600',24983
Mt. Princeton,East Slopes,13.00 mi,5400',22385
Mt. Elbert,Northeast Ridge,9.00 mi,-,23280
Mt. Elbert,East Ridge,8.80 mi,4100',24420
"Group: Democrat, Cameron, Lincoln, Bross",Decalibron - Dem to Bross,-,-,17520
Huron Peak,Northwest Slopes,5.50 mi,3500',11940
Mt. Sneffels,Southwest Ridge,-,-,21300
"Group: Shavano, Tabeguache",Blank Gulch,11.50 mi,5600',34200
Mt. Cameron,East Slope,4.00 mi,2150',313200
"Group: Grays, Torreys",Standard route- from Stephens Gulch trailhead,8.25 mi,3600',18000
Quandary Peak,East Ridge,6.75 mi,3400',554400
Huron Peak,Northwest Slopes,5.50 mi,3500',12600
Mt. Sherman,Southwest Ridge,5.25 mi,2000',14400
San Luis Peak,South Ridge,12.00 mi,-,23400
Quandary Peak,East Ridge,5.40 mi,3370',21600
Huron Peak,Northwest Slopes,8.00 mi,3740',27000
Mt. Yale,Southwest Slopes,8.75 mi,4300',23400
Mt. Elbert,Northeast Ridge,9.00 mi,4400',21600
"Group: Democrat, Cameron, Lincoln, Bross",Decamlibron,7.25 mi,3700',27600
Huron Peak,Northwest Slopes,7.70 mi,3500',22500
Tabeguache Peak,Via Mt. Shavano,-,-,26225
Mt. Shavano,East Slopes,-,-,17820
Quandary Peak,West Ridge,4.00 mi,2650',20400
Quandary Peak,East Ridge,6.75 mi,3450',18900
Pikes Peak,Northwest Slopes,-,-,18600
Grays Peak,North Slopes,7.70 mi,3000',28800
"Group: Grays, Torreys",Kelso Ridge to Torreys then across saddle to Grays,-,-,15960
Mt. Princeton,East Slopes,8.60 mi,3497',36000
"Group: Democrat, Cameron, Lincoln, Bross",Decalibron,-,6000',23572
"Group: Shavano, Tabeguache",East slope then across to Tabeguache and back via Angel of Shavano,11.25 mi,5600',21600
"Group: Redcloud, Sunshine",Silver Creek to Northeast Ridge to Sunshine descending Northwest Face ,10.00 mi,4800',17100
Handies Peak,East Slopes,8.00 mi,3650',12600
"Group: Belford, Oxford",Standard Route from Missouri Gulch TH at Vicksburg,11.00 mi,5800',10740
Mt. Oxford,Via Mt. Belford,11.00 mi,5800',10740
Mt. Belford,Northwest Ridge,8.00 mi,4500',212400
Quandary Peak,East Ridge,6.75 mi,3450',18900
Pikes Peak,pike2,23.50 mi,7400',42840
Mt. Sneffels,South Slopes,8.10 mi,3350',34200
Mt. Yale,Southwest Slopes,8.60 mi,4300',14400
Grays Peak,North Slopes,6.80 mi,3280',24900
Grays Peak,North Slopes,6.80 mi,3280',24900
Handies Peak,Grizzly Gulch to American Basin,7.04 mi,3650',7736
Pikes Peak,Incline,1.00 mi,1800',1850
Pikes Peak,Incline,1.00 mi,1800',1849
Pikes Peak,Incline,1.00 mi,1800',1835
Missouri Mountain,Northwest Ridge,10.50 mi,4500',28800
Mt. Shavano,East Slopes,9.25 mi,4600',22800
Mt. Lindsey,Northwest Ridge,8.25 mi,3500',18000
Quandary Peak,East Ridge,5.60 mi,-,11700
Huron Peak,Northwest Slopes,6.00 mi,-,17100
Mt. of the Holy Cross,North Ridge,12.00 mi,5625',20700
Mt. Yale,Southwest Slopes,7.00 mi,4300',18000
Mt. Antero,West Slopes,6.10 mi,-,12600
La Plata Peak,Southwest Ridge,7.00 mi,-,331200
Mt. Massive,Southwest Slopes,6.20 mi,3950',20700
Mt. Elbert,Northeast Ridge,7.60 mi,4200',15300
Little Bear Peak,coma0,2.20 mi,2150',18000
Mt. Lindsey,Northwest Gully,7.60 mi,3500',25200
Culebra Peak,Northwest Ridge,4.60 mi,-,11700
Humboldt Peak,West Ridge,2.80 mi,2400',11100
Challenger Point,North Slope,2.80 mi,2500',14400
Kit Carson Peak,East Ridge,5.80 mi,3400',27000
Crestone Needle,South Face,2.60 mi,2550',20400
Crestone Peak,South Face,4.60 mi,3850',39600
San Luis Peak,Northeast Ridge,12.00 mi,3600',19800
Wetterhorn Peak,Southeast Ridge,7.00 mi,3300',14400
Wilson Peak,wils5,12.00 mi,3400',24000
Uncompahgre Peak,South Ridge,14.00 mi,-,23700
Mt. Sherman,Southwest Ridge,5.00 mi,-,8100
Pikes Peak,Northwest Slopes,11.40 mi,4100',23400
Longs Peak,Keyhole Route,15.00 mi,5000',23400
Pyramid Peak,Northeast Ridge,6.00 mi,-,23400
Snowmass Mountain,West Slope,8.40 mi,-,23700
Capitol Peak,Northeast Ridge,4.20 mi,2840',18000
Ridge Traverse: Maroon Bells,Crater Lake,6.50 mi,-,36000
"Ridge Traverse: El Diente, Mt. Wilson",Kilpacker Basin,5.50 mi,-,32400
Group: Windom Group (4 named 14ers),Chicago Basin,7.50 mi,-,37800
"Group: Redcloud, Sunshine",Grizzly Gulch,10.00 mi,-,17400
"Group: Blanca, Ellingwood",Como Lake,5.30 mi,-,21000
"Group: Harvard, Columbia",N. Cottonwood,13.50 mi,-,38700
"Group: Shavano, Tabeguache",Jennings Creek TH,8.00 mi,-,32400
"Group: Castle, Conundrum",Northwest Ridge,4.20 mi,-,10800
"Group: Belford, Oxford, Missouri",Northwest Ridge,14.50 mi,-,36600
"Group: Democrat, Cameron, Lincoln, Bross",Kite Lake TH,7.00 mi,3600',17700
"Group: Evans, Sawtooth, Bierstadt",Summit to Summit & Back,4.00 mi,-,14400
"Group: Grays, Torreys",Steven‘s Gulch TH,8.60 mi,3500',14400
Mt. Sherman,South Slope,4.50 mi,2150',27000
Mt. Sherman,Southwest Ridge,7.00 mi,3150',17400
Mt. Elbert,Northeast Ridge,9.00 mi,4700',21600
"Group: Blanca, Ellingwood",Southwestern Face Variation - Blanca: Northwest Ridge,-,-,28800
Mt. Shavano,Angel of Shavano,7.50 mi,4600',30600
Mt. Antero,West Slopes,8.00 mi,4000',28800
Mt. Elbert,East Ridge,12.00 mi,4900',37800
Longs Peak,Keyhole Route,15.00 mi,5000',25200
Mt. Evans,Northeast face from Echo Lake,15.50 mi,4000',25200
Castle Peak,Northeast Ridge,10.00 mi,4500',25200
Pikes Peak,BARR TRAIL,26.00 mi,7400',36000
Quandary Peak,East Ridge,6.60 mi,3500',20700
Huron Peak,"West Approach, from Winter Closure on 390",26.00 mi,5400',45000
Mt. Columbia,West Slopes from Winter TH,18.00 mi,5300',32400
Quandary Peak,East Ridge,7.00 mi,3500',11700
Mt. Elbert,Southeast Ridge,12.00 mi,4900',44100
"Group: Democrat, Cameron, Lincoln, Bross",kite lake,7.00 mi,3600',21000
"Group: Grays, Torreys",stevens gulch,8.80 mi,3250',21000
"Group: Castle, Conundrum",Conundrum Hot Springs,5.36 mi,3270',28800
Quandary Peak,East Ridge,6.75 mi,3450',17700
"Group: Democrat, Cameron, Lincoln, Bross",Kite Lake,7.25 mi,3700',13500
Quandary Peak,East Ridge,6.00 mi,3370',10620
"Group: Maroon, North Maroon",South Ridge,9.50 mi,4850',32340
"Group: Redcloud, Sunshine",Silver Creek,12.00 mi,4800',25620
"Group: Grays, Torreys",Standard - Winter from I-70,14.00 mi,5060',25200
Longs Peak,Keyhole Route,14.00 mi,5100',59400
Handies Peak,Southwest Slopes,5.50 mi,2500',19800
Redcloud Peak,Northeast Ridge,9.00 mi,3700',30600
Mt. Bierstadt,West Slopes,11.00 mi,3400',32400
Quandary Peak,East Ridge,6.50 mi,3521',12420
Kit Carson Peak,East Ridge,8.40 mi,3700',40500
Mt. Elbert,Northeast Ridge,9.00 mi,4400',25200
Castle Peak,Northeast Ridge,6.70 mi,3265',27000
Capitol Peak,Northeast Ridge,4.00 mi,2800',27000
Little Bear Peak,litt1,2.20 mi,2150',16200
"Group: Blanca, Ellingwood",Northwest Face,4.50 mi,3000',22800
North Maroon Peak,Northeast Ridge,8.00 mi,4450',29700
Snowmass Mountain,West Slope,9.80 mi,4500',27000
Maroon Peak,South Ridge,7.00 mi,4450',34200
Pyramid Peak,Northeast Ridge,4.60 mi,4450',22500
Wilson Peak,Southwest Ridge,6.00 mi,2863',18900
Quandary Peak,East Ridge,5.40 mi,3370',23400
Mt. Eolus,Northeast Ridge,2.30 mi,2900',20400
Windom Peak,West Ridge,4.00 mi,2883',12600
Sunlight Peak,South Face,4.00 mi,2850',22200
Mt. Wilson,North Slopes,6.50 mi,3100',25200
El Diente Peak,eldi7,12.00 mi,4100',30600
Culebra Peak,Northwest Ridge,7.00 mi,2830',17100
"Group: Challenger, Kit Carson",West Ridge,11.60 mi,6300',54000
Mt. Sherman,Southwest Ridge,5.25 mi,2356',15900
Longs Peak,Keyhole Route,14.00 mi,5000',17100
Mt. of the Holy Cross,North Ridge,12.00 mi,5625',30600
Crestone Needle,South Face,6.25 mi,3100',21600
Crestone Peak,South Face,8.00 mi,4600',27900
Humboldt Peak,West Ridge,7.25 mi,3100',18000
Mt. Sneffels,South Slopes,6.00 mi,3100',16500
San Luis Peak,Northeast Ridge,13.00 mi,3600',22500
Mt. Lindsey,Northwest Ridge,8.25 mi,3400',23400
Mt. Harvard,East Ridge,11.20 mi,4000',25200
Mt. Columbia,West Slopes,11.50 mi,4200',25200
"Group: Redcloud, Sunshine",Northeast Ridge II,9.80 mi,4150',18000
"Group: Belford, Oxford, Missouri",Missouri Gulch,14.50 mi,7700',34200
Uncompahgre Peak,South Ridge,7.60 mi,2870',15300
Wetterhorn Peak,Southeast Ridge,6.80 mi,3280',18000
Handies Peak,Southwest Slopes,5.60 mi,2710',11700
La Plata Peak,Southwest Ridge,7.00 mi,3610',20700
Huron Peak,Northwest Slopes,4.00 mi,3400',18000
Mt. Yale,Southwest Slopes,7.00 mi,4300',21900
Pikes Peak,Northwest Slopes,11.40 mi,4100',21900
Mt. Bierstadt,West Slopes,7.00 mi,2900',14460
Mt. Bierstadt,West Slopes,6.75 mi,2850',25200
Pikes Peak,pike2,13.00 mi,7400',57600
Mt. Sherman,Southwest Ridge,5.25 mi,2100',22500
Quandary Peak,East Ridge,6.75 mi,3450',25200
Mt. Evans,West Ridge from Echo Lake,9.00 mi,3100',43200
"Group: Democrat, Cameron, Lincoln, Bross",Kite Lake,8.50 mi,3700',30600
Mt. Princeton,East Slopes,6.25 mi,3200',10800
Pikes Peak,Northwest Slopes,11.50 mi,4200',23100
Pikes Peak,pike2,24.00 mi,7500',27780
Huron Peak,Northwest Slopes,6.00 mi,3500',21600
Uncompahgre Peak,South Ridge,8.00 mi,3000',21600
Huron Peak,Northwest Slopes,9.00 mi,3800',29580
Mt. Sherman,West Slopes from Iowa Gulch,4.50 mi,2150',10200
"Group: Grays, Torreys","Stevens Gulch TH, Kelso Ridge",8.20 mi,3600',12060
"Group: Evans, Sawtooth, Bierstadt","Guanella Pass TH, Bierstadt, Sawtooth, Evans",9.70 mi,3840',14400
San Luis Peak,Northeast Ridge,12.00 mi,3600',23400
"Group: Redcloud, Sunshine",Silver Creek TH,11.40 mi,4700',25200
Uncompahgre Peak,South Ridge,7.80 mi,2870',18600
Handies Peak,East Slopes,7.80 mi,3650',19500
"Group: Grays, Torreys",Horse Shoe Basin,11.00 mi,4900',32400
Mt. Evans,evan10,2.00 mi,1420',12600
"Group: Democrat, Cameron, Lincoln, Bross",The Decalibron,7.00 mi,3600',36000
Mt. Elbert,Northeast Ridge,9.00 mi,4400',32400
"Group: Grays, Torreys",North Slopes to South Slopes,9.00 mi,3600',34800
Mt. of the Holy Cross,North Ridge,12.00 mi,5800',22080
Mt. Bross,West Slopes,3.25 mi,2250',5742
Quandary Peak,East Ridge,7.00 mi,3375',28800
Mt. Elbert,Northeast Ridge,9.00 mi,4700',25200
Mt. Massive,Southwest Slopes,8.00 mi,3950',25200
Mt. Yale,Southwest Slopes,9.00 mi,4300',17700
Mt. Belford,Northwest Ridge,8.00 mi,4500',14825
Longs Peak,Keyhole Route,14.20 mi,4850',24000
Uncompahgre Peak,South Ridge,8.00 mi,3000',25200
Mt. Evans,"Echo Lake, Chicago Lakes Trail",15.00 mi,5100',36000
Quandary Peak,East Ridge,6.75 mi,3450',23400
Quandary Peak,East Ridge,6.75 mi,3450',26100
"Group: Democrat, Cameron, Lincoln, Bross",Kite Lake - Std Combination,7.25 mi,3700',19800
Mt. Bierstadt,West Slopes,7.00 mi,2850',14400
Mt. Elbert,East Ridge,8.00 mi,4100',20700
"Group: Grays, Torreys",Standard Combination,8.25 mi,3600',22500
Longs Peak,Loft Route,-,5800',39600
Mt. Sneffels,South Slopes,2.50 mi,1700',5820
Wetterhorn Peak,Southeast Ridge,7.00 mi,3300',14220
Pikes Peak,Northwest Slopes,11.50 mi,4010',32400
"Group: Grays, Torreys",Kelso Ridge,8.20 mi,3600',18000
Missouri Mountain,Northwest Ridge,10.50 mi,4500',27000
Huron Peak,Northwest Slopes,5.50 mi,3500',14700
Longs Peak,Keyhole Route,15.00 mi,5100',31500
"Group: Grays, Torreys",Kelso Ridge,7.50 mi,3700',21900
Mt. Harvard,South Slopes,13.50 mi,4600',24300
Torreys Peak,West Ridge,-,-,44100
Quandary Peak,East Ridge,6.75 mi,-,14400
"Group: Harvard, Columbia",Cottonwood,15.50 mi,5900',34200
Mt. Belford,Northwest Ridge,8.00 mi,4500',21600
"Group: Belford, Oxford",NW Ridge from Missouri Gulch TH,11.00 mi,5800',27000
Mt. Harvard,South Slopes,13.50 mi,4600',32413
Mt. Democrat,North Ridge,12.00 mi,3200',21600
San Luis Peak,Northeast Ridge,13.10 mi,4869',15498
Mt. Elbert,Northeast Ridge,9.00 mi,4700',28800
Quandary Peak,East Ridge,6.75 mi,3450',15000
Pikes Peak,pike2,12.90 mi,7600',25200
Mt. Elbert,Northeast Ridge,9.00 mi,4700',25200
"Group: Democrat, Cameron, Lincoln, Bross","Standard, descent from Bross",7.25 mi,3700',16200
Culebra Peak,Culebra NW Ridge plus Red Mtn,6.40 mi,3000',28800
Mt. Sherman,Sherman SW Ridge plus Gemini Pk,6.65 mi,2550',20100
Mt. Elbert,East Ridge,8.00 mi,4100',32400
Quandary Peak,East Ridge,6.75 mi,3450',28800
"Group: Democrat, Cameron, Lincoln, Bross",Kite Lake,7.00 mi,3600',16500
Longs Peak,Keyhole Route,15.00 mi,5300',28800
Ridge Traverse: Maroon Bells,S Maroon to North Maroon,9.40 mi,4800',37800
Mt. Elbert,East Ridge,8.00 mi,4100',21600
Longs Peak,Keyhole Route,-,-,35100
